,inscription_date,birth_date,age,university,career,nombre,email,sexo,location,postal_code
5381,2019-12-28,1989-06-02,,universidad nacional de jujuy,ingeniería en informática,jason young,caleb49@yahoo.com,m,arturo almaraz,
5382,2019-12-05,1965-01-21,,universidad tecnológica nacional,licenciatura en psicología,logan patel,michele80@hotmail.com,m,aguada,
5383,2020-05-11,2000-07-19,,universidad nacional de jujuy,licenciatura en producción de bioimagenes,robyn olson,vbradford@yahoo.com,f,dock sud,
5384,2019-12-29,1907-01-19,,universidad nacional de jujuy,licenciatura en sociología ,felicia spencer,brianbradley@hotmail.com,f,despeñaderos,
5385,2019-10-28,1923-10-18,,universidad nacional de jujuy,ingeniería en informática,jade hunt,eric33@gmail.com,f,realico,
5386,2020-05-07,1925-06-23,,universidad nacional de jujuy,técnico para bioterios ,melissa guerra,michealgutierrez@gmail.com,f,arroyo el mocho,
5387,2019-10-27,1976-12-01,,universidad nacional de jujuy,contador público ,parker ramirez,ucannon@hotmail.com,m,virrey del pino,
5388,2020-06-02,1934-05-11,,universidad tecnológica nacional,ingeniería mecánica,holly roberts,frankcampbell@yahoo.com,f,colonia freitas,
5389,2020-01-11,1995-09-04,,universidad nacional de jujuy,actuario ,brett walters,jennifer71@hotmail.com,m,acerillos,
5390,2020-06-27,1977-06-30,,universidad nacional de jujuy,licenciatura en administración ,justin jones,pburgess@hotmail.com,m,arroyo salado,
5391,2020-02-22,1979-11-07,,universidad nacional de jujuy,técnico para bioterios ,miguel pham,justin03@hotmail.com,m,estrada,
5392,2019-12-26,2011-03-22,,universidad tecnológica nacional,licenciatura en ciencias de la computación,ryan shannon,victoriazhang@gmail.com,m,diego lopez,
5393,2019-10-19,1950-06-07,,universidad tecnológica nacional,licenciatura en ciencias de la computación,joseph rose,cmullins@yahoo.com,m,agua y energia,
5394,2020-03-15,1959-03-09,,universidad tecnológica nacional,licenciatura en ciencias de la computación,jeffrey peters,lisawhite@hotmail.com,m,base aeronaval cmte espora,
5395,2020-02-19,2012-05-09,,universidad nacional de jujuy,medicina,sharon brown,amyharris@yahoo.com,f,cheroguita,
5396,2020-07-10,2011-02-14,,universidad tecnológica nacional,ingeniería mecánica,joshua alexander,kurthuynh@yahoo.com,m,calfucura,
5397,2019-10-18,1926-03-29,,universidad nacional de jujuy,diseño de imagen y sonido,kenneth ford,tjones@yahoo.com,m,estancia las isletas,
5398,2020-01-07,2015-05-22,,universidad nacional de jujuy,ingeniería electrónica,cheryl randolph,victoriaortega@yahoo.com,f,los indios,
5399,2019-10-29,1979-12-11,,universidad tecnológica nacional,bioquímica,angela ramirez,csmith@hotmail.com,f,abra de hinojo,
5400,2019-11-10,1955-02-05,,universidad nacional de jujuy,licenciatura en ciencias de la computación,john gilbert,hmoore@gmail.com,m,carlos tejedor,
5401,2019-11-06,1969-12-15,,universidad nacional de jujuy,ingeniería mecánica,robert chambers,vanessa43@hotmail.com,m,25 de mayo,
5402,2020-04-16,1983-10-23,,universidad tecnológica nacional,licenciatura en ciencias ambientales,alex cunningham,regina54@hotmail.com,m,melincue,
5403,2020-01-04,2013-01-01,,universidad nacional de jujuy,licenciatura en sociología ,jason gonzales,hendersontracy@gmail.com,m,bonifacio,
5404,2020-04-19,1924-01-27,,universidad nacional de jujuy,bioquímica,angela lopez,dmoreno@hotmail.com,f,arroyo aguila negra,
5405,2020-07-14,1932-02-03,,universidad nacional de jujuy,actuario ,deanna kramer,annfisher@gmail.com,f,angel gallardo,
5406,2020-05-18,1948-01-12,,universidad nacional de jujuy,licenciatura en ciencias geológicas,bailey knight,vhays@yahoo.com,f,adolfo gonzales chaves,
5407,2020-04-25,1940-02-26,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,eric ward,glassbrianna@gmail.com,m,candelaria sud,
5408,2020-04-02,2016-10-11,,universidad nacional de jujuy,licenciatura en terapia ocupacional,david powell,alexanderaaron@hotmail.com,m,el cenizo,
5409,2020-02-26,1942-04-26,,universidad tecnológica nacional,licenciatura en terapia ocupacional,heather rivera,peter34@hotmail.com,f,barrio belgrano ortiz,
5410,2020-05-05,2006-05-19,,universidad tecnológica nacional,técnico para bioterios ,joshua simon,michael65@hotmail.com,m,villa angelica,
5411,2020-04-21,1962-12-03,,universidad nacional de jujuy,agronomía,grant hernandez,sharon89@gmail.com,m,coraceros,
5412,2020-01-07,1992-04-20,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,melanie morales,dmiller@hotmail.com,f,igarzabal,
5413,2019-10-20,1933-05-23,,universidad tecnológica nacional,licenciatura en administración ,keith russell,yford@gmail.com,m,aldea brasilera,
5414,2020-05-01,1943-02-19,,universidad nacional de jujuy,contador público ,katherine james,sharon50@gmail.com,f,algarrobo,
5415,2020-03-22,1931-07-08,,universidad tecnológica nacional,licenciatura en terapia ocupacional,kristy brown,david25@yahoo.com,f,el dique,
5416,2019-11-05,1913-06-09,,universidad nacional de jujuy,ciencias veterinarias,lauren watson,nancy17@gmail.com,f,costa del rio azul,
5417,2020-02-03,1959-03-17,,universidad tecnológica nacional,licenciatura en ciencias geológicas,michelle mendez,jameswilson@yahoo.com,f,las toninas,
5418,2020-03-21,1971-11-08,,universidad nacional de jujuy,licenciatura en terapia ocupacional,sarah miller,johnsonmichael@gmail.com,f,hughes,
5419,2019-10-30,1972-06-28,,universidad tecnológica nacional,bioquímica,derek torres,elopez@yahoo.com,m,17 de agosto,
5420,2019-11-30,1963-08-18,,universidad nacional de jujuy,agronomía,heather nichols,brittney71@gmail.com,f,encina,
5421,2020-06-17,1944-04-12,,universidad tecnológica nacional,licenciatura en musicoterapia,denise kane,johnstonmikayla@hotmail.com,f,arroyo grande,
5422,2020-01-07,1914-06-16,,universidad tecnológica nacional,licenciatura en sociología ,travis brooks,stanleyelizabeth@yahoo.com,m,abra baya,
5423,2020-06-02,1932-04-01,,universidad nacional de jujuy,diseño industrial,shawn ruiz,kalexander@gmail.com,m,antonio carboni,
5424,2020-03-20,1907-02-28,,universidad nacional de jujuy,agronomía,amanda johnson,kgeorge@gmail.com,f,el jupiter,
5425,2020-04-19,1938-05-29,,universidad tecnológica nacional,ingeniería electrónica,angela davis,rodriguezronnie@gmail.com,f,bella vista,
5426,2020-05-04,1966-09-05,,universidad nacional de jujuy,farmacia,alexa mitchell,bakerdavid@hotmail.com,f,banfield,
5427,2020-05-06,1984-02-26,,universidad nacional de jujuy,técnico para bioterios ,james murray,james28@gmail.com,m,arenales,
5428,2020-04-18,1971-07-27,,universidad tecnológica nacional,licenciatura en administración ,ronnie nguyen,sean65@yahoo.com,m,gouin,
5429,2020-07-12,1908-01-18,,universidad tecnológica nacional,licenciatura en administración ,william lopez,carlospeterson@gmail.com,m,bahia langara,
5430,2020-05-20,1972-11-08,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,jeffrey richardson,matthew79@yahoo.com,m,angelina,
5431,2020-01-06,1947-06-10,,universidad nacional de jujuy,contador público ,james valentine,vhicks@yahoo.com,m,las perlas,
5432,2020-01-23,1911-04-24,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,cody gordon,nmoore@hotmail.com,m,igarzabal,
5433,2020-06-10,1907-10-13,,universidad tecnológica nacional,ingeniería en informática,kristin santiago,melissa22@yahoo.com,f,chañarcito,
5434,2020-01-09,1984-04-29,,universidad nacional de jujuy,licenciatura en terapia ocupacional,audrey hernandez,brittanygibson@yahoo.com,f,abbott,
5435,2020-05-09,1989-12-14,,universidad nacional de jujuy,farmacia,richard smith,carlos54@gmail.com,m,aguada de las tejas,
5436,2020-01-17,1970-12-03,,universidad nacional de jujuy,licenciatura en terapia ocupacional,raymond miller,shanechapman@gmail.com,m,colonia egido,
5437,2020-04-10,1993-07-20,,universidad tecnológica nacional,bioquímica,christina delgado,michael21@yahoo.com,f,el retiro,
5438,2020-03-27,2020-09-26,,universidad tecnológica nacional,medicina,nicole walters,jadesanchez@hotmail.com,f,alto las lechuzas,
5439,2020-04-21,2004-01-17,,universidad nacional de jujuy,ciencias veterinarias,eddie walton,kirkayers@yahoo.com,m,antonio tomas,
5440,2020-02-01,1969-04-23,,universidad nacional de jujuy,licenciatura en terapia ocupacional,stacie coleman,reyespaul@gmail.com,f,chancay,
5441,2020-05-14,1920-08-24,,universidad tecnológica nacional,medicina,ryan webb,huntmorgan@hotmail.com,m,acostilla,
5442,2020-01-20,1967-10-26,,universidad nacional de jujuy,licenciatura en ciencias ambientales,javier lowe,latoyapotts@yahoo.com,m,alto de las plumas,
5443,2020-05-05,1956-12-03,,universidad tecnológica nacional,ingeniería en informática,stephanie christensen md,tina63@yahoo.com,f,camaron chico,
5444,2020-06-21,2013-08-28,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,preston gardner,rhondayoung@hotmail.com,m,cullin manzano,
5445,2020-05-20,1994-07-29,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,benjamin williams,vhernandez@yahoo.com,m,casalins,
5446,2019-12-16,1975-03-31,,universidad tecnológica nacional,licenciatura en psicología,anthony davis,steven44@hotmail.com,m,barrio la luisa,
5447,2020-01-08,2015-02-05,,universidad nacional de jujuy,licenciatura en ciencias ambientales,kathleen chavez,qfrancis@yahoo.com,f,algarrobo del aguila,
5448,2020-03-05,1977-03-09,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,antonio cook,ryanrogers@yahoo.com,m,almacen la colina,
5449,2020-07-22,2017-12-11,,universidad nacional de jujuy,contador público ,betty miller,dominiqueevans@gmail.com,f,aldea forestal,
5450,2020-06-14,1905-11-25,,universidad tecnológica nacional,licenciatura en ciencias de la computación,glenn dean,noahgibson@gmail.com,m,candelaria,
5451,2019-10-11,1923-05-08,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,sandy hughes,toddmorgan@yahoo.com,f,antiguo,
5452,2020-04-28,1911-06-28,,universidad nacional de jujuy,arquitectura,joshua jackson,brennankayla@yahoo.com,m,goyena,
5453,2020-06-03,1982-05-28,,universidad nacional de jujuy,licenciatura en ciencias de la educación ,katie taylor,kpetersen@yahoo.com,f,aguirre cue,
5454,2020-07-21,2006-04-15,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,tiffany owens,eugene10@hotmail.com,f,britos,
5455,2020-03-12,1948-02-09,,universidad nacional de jujuy,licenciatura en musicoterapia,michael pearson,brandonfleming@hotmail.com,m,el zurdo,
5456,2019-12-14,1933-05-04,,universidad tecnológica nacional,diseño de imagen y sonido,james benitez,matthewhamilton@hotmail.com,m,calderon,
5457,2020-07-06,1952-11-19,,universidad tecnológica nacional,diseño industrial,mark key,kcox@gmail.com,m,colonia españa,
5458,2019-10-29,1914-02-03,,universidad tecnológica nacional,diseño industrial,april murphy,robertcooper@hotmail.com,f,aparicio,
5459,2019-11-23,1919-11-24,,universidad tecnológica nacional,ingeniería mecánica,jared romero,keithmatthew@hotmail.com,m,bañado norte,
5460,2020-04-12,1977-11-22,,universidad tecnológica nacional,medicina,robert edwards,hthomas@gmail.com,m,tablada,
5461,2020-05-06,2007-10-16,,universidad nacional de jujuy,licenciatura en producción de bioimagenes,sarah hogan,jessica95@hotmail.com,f,ascencion,
5462,2020-05-30,1992-04-03,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,vicki heath,zjones@yahoo.com,f,carlos tejedor,
5463,2019-12-25,1957-08-06,,universidad tecnológica nacional,licenciatura en ciencia política ,desiree edwards,dtorres@gmail.com,f,aguaditas,
5464,2020-02-20,1926-01-19,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,robert marshall,johnsonchristopher@yahoo.com,m,barrio villa cordoba,
5465,2020-01-10,2012-02-05,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,joseph lucas,zsanchez@hotmail.com,m,valentin alsina,
5466,2020-01-09,1998-03-29,,universidad nacional de jujuy,ingeniería mecánica,joshua cortez md,scott21@yahoo.com,m,cañadon del corral,
5467,2020-05-28,1942-01-02,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,rachel maldonado,whitekatelyn@yahoo.com,f,aguas verdes,
5468,2019-11-18,1980-11-04,,universidad nacional de jujuy,licenciatura en terapia ocupacional,robin fowler,umays@hotmail.com,f,campo calvo,
5469,2019-12-20,2009-12-18,,universidad tecnológica nacional,medicina,monica rollins,youngkrista@yahoo.com,f,capihuas,
5470,2020-03-13,2018-11-18,,universidad nacional de jujuy,ingeniería en informática,marissa stevens,williamwaters@yahoo.com,f,isla los laureles,
5471,2020-02-26,1908-04-28,,universidad tecnológica nacional,licenciatura en administración ,bonnie turner,richardfitzgerald@gmail.com,f,labarden,
5472,2020-07-20,1920-05-26,,universidad tecnológica nacional,licenciatura en ciencias de la computación,tammy pruitt,tanner84@hotmail.com,f,cuartel iv,
5473,2019-11-14,1918-05-01,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,sean bradley,vford@gmail.com,m,isla grande,
5474,2020-04-28,1986-02-25,,universidad nacional de jujuy,actuario ,amy nolan,rwillis@gmail.com,f,amana,
5475,2020-01-08,1914-09-14,,universidad tecnológica nacional,ciencias veterinarias,jennifer obrien,andrewguerra@yahoo.com,f,bahia creek,
5476,2020-06-13,1927-06-20,,universidad tecnológica nacional,ciencias veterinarias,jimmy reed,whitericky@gmail.com,m,baldes de pacheco,
5477,2019-11-15,1991-02-09,,universidad tecnológica nacional,ingeniería mecánica,autumn goodman,carpentermegan@hotmail.com,f,los corredores,
5478,2020-07-09,1985-05-23,,universidad tecnológica nacional,ingeniería mecánica,larry greer,amber79@yahoo.com,m,aristides villanueva,
5479,2020-03-16,1921-08-07,,universidad nacional de jujuy,agronomía,dr. christopher rodriguez,stacey70@gmail.com,m,blas durañona,
5480,2019-11-25,1986-09-08,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,sharon roberts,usmith@hotmail.com,f,san francisco solano,
5481,2020-06-25,1961-12-18,,universidad nacional de jujuy,licenciatura en terapia ocupacional,oscar west,reginabenson@gmail.com,m,arroyo corralito,
5482,2020-07-18,1998-10-14,,universidad nacional de jujuy,ingeniería electrónica,thomas reynolds,zallen@gmail.com,m,aguas verdes,
5483,2019-12-25,1921-08-28,,universidad tecnológica nacional,licenciatura en artes,julia duarte,fisherbrian@gmail.com,f,andrade,
5484,2019-11-04,1942-08-31,,universidad tecnológica nacional,licenciatura en ciencias ambientales,mckenzie walter,kylehardin@gmail.com,f,colonia belga americana,
5485,2020-01-03,1925-07-10,,universidad nacional de jujuy,agronomía,andrew morrison,millerdwayne@yahoo.com,m,carandaiti,
5486,2020-04-13,1952-02-12,,universidad tecnológica nacional,ingeniería electrónica,cynthia green,randallpeterson@hotmail.com,f,gonzalez moreno,
5487,2020-01-20,1987-01-20,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,patrick parker,zprice@yahoo.com,m,colonia matilde,
5488,2020-03-10,2009-10-18,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,marisa jackson,tapiamanuel@yahoo.com,f,colonia egido,
5489,2020-06-07,1984-01-02,,universidad tecnológica nacional,licenciatura en artes,bradley rodriguez,kathryn06@hotmail.com,m,almirante irizar,
5490,2020-03-03,1921-11-17,,universidad tecnológica nacional,licenciatura en sociología ,michael long,keithortega@hotmail.com,m,aguada grande,
5491,2020-06-16,1983-09-28,,universidad tecnológica nacional,contador público ,elaine rangel,rosemartha@yahoo.com,f,avellaneda,
5492,2020-02-24,2011-10-30,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,george baker,abowman@hotmail.com,m,gomez,
5493,2019-10-08,1982-11-27,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,brittany hoffman,gardnerkyle@yahoo.com,f,colonia gobernador ayala,
5494,2020-04-02,1964-04-15,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,tyler carrillo,michael23@gmail.com,m,faro san antonio,
5495,2020-03-24,1995-11-03,,universidad nacional de jujuy,agronomía,miss brooke scott dvm,melissapeterson@gmail.com,f,kilometro 208,
5496,2020-05-25,1918-12-23,,universidad tecnológica nacional,licenciatura en ciencias geológicas,kaylee walsh,murillojuan@yahoo.com,f,barrio villa cordoba,
5497,2020-03-13,1956-06-11,,universidad tecnológica nacional,licenciatura en psicología,melissa roberts,woodsdonna@yahoo.com,f,buena esperanza,
5498,2020-01-08,1956-11-17,,universidad nacional de jujuy,licenciatura en ciencias de la computación,richard evans,racheljordan@gmail.com,m,anasagasti,
5499,2019-12-03,2007-12-12,,universidad nacional de jujuy,técnico para bioterios ,laura weiss,vickihenderson@yahoo.com,f,jose leon suarez,
5500,2020-02-29,1955-12-06,,universidad tecnológica nacional,diseño industrial,joshua oneal,miguel47@hotmail.com,m,cañada de las vacas,
5501,2020-06-25,1956-09-19,,universidad nacional de jujuy,licenciatura en ciencias de la educación ,luis frazier,znunez@hotmail.com,m,agua azul,
5502,2020-01-26,1922-11-02,,universidad tecnológica nacional,actuario ,michele erickson,kristendelgado@gmail.com,f,colonia baron hirsch,
5503,2020-01-23,1962-12-04,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,corey floyd,davidwilliams@yahoo.com,m,san isidro,
5504,2020-05-08,1973-08-15,,universidad tecnológica nacional,arquitectura,bryan allen,wilkinsnicole@yahoo.com,m,colonia florencia,
5505,2020-06-25,1977-09-08,,universidad tecnológica nacional,bioquímica,collin holland,sjohnson@yahoo.com,m,caspinchango,
5506,2020-02-11,1909-06-20,,universidad nacional de jujuy,diseño de imagen y sonido,lauren henderson,laura23@gmail.com,f,aguada,
5507,2020-05-25,1919-11-03,,universidad nacional de jujuy,actuario ,tonya terrell,shawkins@hotmail.com,f,general galarza,
5508,2019-11-04,2002-08-17,,universidad nacional de jujuy,contador público ,william martinez,cookrobert@yahoo.com,m,el hoyo,
5509,2020-01-10,1928-08-21,,universidad tecnológica nacional,licenciatura en ciencias de la computación,david aguirre iii,stevenmoody@gmail.com,m,campo calvo,
5510,2020-03-04,2005-11-13,,universidad tecnológica nacional,licenciatura en artes,douglas mckee,ayoung@gmail.com,m,el rincon,
5511,2020-01-27,1927-01-29,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,jeffrey george,stephen53@hotmail.com,m,abra,
5512,2019-12-10,1961-05-17,,universidad tecnológica nacional,licenciatura en sociología ,angela bray,kara99@yahoo.com,f,san pedro de iruya,
5513,2019-10-29,1928-07-05,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,william jennings,stephaniejames@yahoo.com,m,agua seballe,
5514,2019-12-14,2008-11-19,,universidad nacional de jujuy,arquitectura,miranda clark,vkennedy@gmail.com,f,aparicio cue,
5515,2020-04-20,1941-05-26,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,rachel fernandez,moontyler@gmail.com,f,lomas de zamora,
5516,2019-10-31,1943-12-20,,universidad nacional de jujuy,licenciatura en administración ,crystal chang,yangtaylor@gmail.com,f,clason,
5517,2020-07-03,1922-09-04,,universidad tecnológica nacional,técnico para bioterios ,matthew ramos,teresamiller@yahoo.com,m,anjullon,
5518,2019-11-03,1980-08-29,,universidad nacional de jujuy,farmacia,cindy bentley,fowlerjonathan@gmail.com,f,los sembrados,
5519,2019-12-08,1973-01-27,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,laura harris,jeffreykane@hotmail.com,f,larrechea,
5520,2020-01-03,1940-03-05,,universidad tecnológica nacional,técnico para bioterios ,john mitchell,carriemiranda@yahoo.com,m,cañadon chileno,
5521,2019-10-19,1977-12-21,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,christian marshall,warrenanne@hotmail.com,m,camba paso,
5522,2020-01-26,1993-12-22,,universidad tecnológica nacional,ingeniería electrónica,karl adams,daniel31@gmail.com,m,aguay,
5523,2020-02-13,1969-05-24,,universidad tecnológica nacional,bioquímica,albert tran,dmartin@hotmail.com,m,el socorro,
5524,2019-12-03,1983-11-16,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,jacob massey,williamsamy@hotmail.com,m,jose maria blanco,
5525,2019-12-03,2008-07-25,,universidad tecnológica nacional,agronomía,april chambers,greenmichael@gmail.com,f,la limpia,
5526,2020-07-12,1912-07-26,,universidad tecnológica nacional,licenciatura en musicoterapia,linda reid,wendymartin@hotmail.com,f,colonia lia y allende,
5527,2020-05-30,1999-07-13,,universidad tecnológica nacional,farmacia,sarah brown,baldwinbrandi@gmail.com,f,cheroguita,
5528,2020-04-25,1917-01-21,,universidad tecnológica nacional,medicina,mrs. mary young,priscilla46@gmail.com,f,cañadon caliente,
5529,2020-04-02,2015-01-22,,universidad tecnológica nacional,licenciatura en administración ,susan barton,iwatts@yahoo.com,f,ambas puntillas,
5530,2019-11-20,1933-11-28,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,mary sherman,waremelinda@gmail.com,f,barrio garin norte,
5531,2020-05-30,1974-01-13,,universidad tecnológica nacional,licenciatura en ciencias geológicas,mark carlson,david73@gmail.com,m,chapuy,
5532,2019-12-10,1927-11-26,,universidad nacional de jujuy,licenciatura en musicoterapia,francisco alexander,kylie03@hotmail.com,m,bajo la cancha,
5533,2020-05-29,1942-02-16,,universidad nacional de jujuy,técnico para bioterios ,dominic howell,mullinsangela@gmail.com,m,campo galloso,
5534,2019-11-28,1960-08-22,,universidad nacional de jujuy,licenciatura en psicología,jesse carroll,jsimmons@hotmail.com,m,buena nueva,
5535,2020-02-10,1959-06-01,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,anna pope,oconnorbrandon@yahoo.com,f,dock sud,
5536,2020-03-16,1931-11-14,,universidad nacional de jujuy,ingeniería en informática,gregory collins,moraerin@yahoo.com,m,araujo,
5537,2020-03-25,2008-08-06,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,jennifer freeman,wgarcia@gmail.com,f,el talar,
5538,2019-10-03,1923-09-03,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,robert ortiz,patricia14@yahoo.com,m,san antonio de obligado,
5539,2020-06-08,1926-08-05,,universidad nacional de jujuy,licenciatura en ciencias de la educación ,glenn mendez,callahankevin@yahoo.com,m,nelson,
5540,2019-10-16,2001-05-12,,universidad nacional de jujuy,ciencias veterinarias,claire wagner,brownbrian@hotmail.com,f,bahia langara,
5541,2020-04-28,1935-05-01,,universidad tecnológica nacional,agronomía,christopher hamilton,annettefernandez@gmail.com,m,campo san jose,
5542,2020-03-26,1926-03-13,,universidad tecnológica nacional,licenciatura en artes,robert walker,crandolph@gmail.com,m,calfucura,
5543,2020-05-29,1963-01-18,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,marc adams,alexhurley@gmail.com,m,boca p 25,
5544,2020-04-03,1961-06-30,,universidad nacional de jujuy,actuario ,bryan brown,michael72@hotmail.com,m,colonia lote 12,
5545,2019-11-04,1924-04-07,,universidad nacional de jujuy,licenciatura en artes,karen roberson,ovalencia@hotmail.com,f,carilo,
5546,2019-11-14,1906-11-08,,universidad tecnológica nacional,farmacia,william turner,gabriella65@hotmail.com,m,arteaga,
5547,2019-11-15,2001-08-15,,universidad tecnológica nacional,ingeniería en informática,mrs. sarah ingram,lopezmary@hotmail.com,f,alto los cardales,
5548,2020-01-11,1958-12-28,,universidad nacional de jujuy,medicina,phillip hancock,ylee@yahoo.com,m,el perdido est jose guisasola,
5549,2020-02-14,1993-06-07,,universidad tecnológica nacional,diseño de imagen y sonido,john pacheco,shawnpena@yahoo.com,m,agua botada,
5550,2020-05-21,1984-03-13,,universidad tecnológica nacional,diseño de imagen y sonido,robert brown,yross@yahoo.com,m,alicura,
5551,2020-01-06,1920-10-12,,universidad nacional de jujuy,licenciatura en ciencias ambientales,lindsey beard,smoran@hotmail.com,f,arroyo salado,
5552,2020-04-19,1963-06-12,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,frank robertson,jeffdavis@gmail.com,m,carlos spegazzini,
5553,2020-03-08,1912-05-31,,universidad nacional de jujuy,agronomía,matthew johnson,brian07@hotmail.com,m,el gualicho,
5554,2020-07-07,2021-02-12,,universidad nacional de jujuy,contador público ,john hamilton,qosborn@yahoo.com,m,san andres,
5555,2020-04-25,1906-08-26,,universidad tecnológica nacional,licenciatura en musicoterapia,jeffrey berger,allenashley@gmail.com,m,realico,
5556,2020-03-13,2002-07-03,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,stephanie ramirez,troyberry@gmail.com,f,campo castro,
5557,2020-07-03,1931-11-19,,universidad nacional de jujuy,ciencias veterinarias,mark morgan,rpalmer@yahoo.com,m,la viticola,
5558,2019-12-01,2008-01-13,,universidad nacional de jujuy,licenciatura en sociología ,mrs. sharon rivera,zhorton@yahoo.com,f,la primavera,
5559,2019-12-20,2021-02-18,,universidad nacional de jujuy,bioquímica,heidi rodriguez,sanchezgregory@hotmail.com,f,capitan castro,
5560,2020-07-12,1922-10-13,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,maria harrison,samuellee@yahoo.com,f,campo coubert,
5561,2020-06-01,2001-09-07,,universidad tecnológica nacional,diseño industrial,daniel buckley,michaeltorres@gmail.com,m,cachel,
5562,2020-05-24,1978-09-27,,universidad nacional de jujuy,licenciatura en ciencia política ,kimberly campbell,colton29@yahoo.com,f,san antonio de padua,
5563,2019-12-29,1933-11-18,,universidad tecnológica nacional,licenciatura en ciencias biológicas,brenda montgomery,matthewparker@yahoo.com,f,cañada de gomez,
5564,2019-11-19,1971-05-31,,universidad tecnológica nacional,diseño de imagen y sonido,luis russell,jamie28@gmail.com,m,bahia bustamante,
5565,2019-11-14,1915-06-13,,universidad nacional de jujuy,ingeniería en informática,megan mcdonald,perezanna@hotmail.com,f,colonia clara,
5566,2019-12-01,1999-08-31,,universidad tecnológica nacional,licenciatura en administración ,robert copeland,millerolivia@yahoo.com,m,casalins,
5567,2020-01-12,1991-02-27,,universidad tecnológica nacional,licenciatura en psicología,luis solis,rgreen@gmail.com,m,el molle,
5568,2020-02-03,1965-03-20,,universidad tecnológica nacional,ingeniería electrónica,robert osborne,ljohnson@yahoo.com,m,cañada del ucle,
5569,2020-01-22,2010-12-03,,universidad nacional de jujuy,farmacia,jeffrey bryant,robertomedina@yahoo.com,m,fortin chaco,
5570,2019-11-27,1957-02-24,,universidad tecnológica nacional,diseño de imagen y sonido,kyle wright,phillipsadam@gmail.com,m,barrio el molino,
5571,2020-02-21,2020-03-08,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,john gonzalez,turnerjason@yahoo.com,m,almacen cristian schubert,
5572,2020-07-08,2014-06-30,,universidad nacional de jujuy,medicina,leslie miller,cynthia87@hotmail.com,f,albariño,
5573,2020-04-15,1965-06-18,,universidad nacional de jujuy,licenciatura en ciencia política ,matthew reeves,ecoleman@gmail.com,m,agua verde,
5574,2019-12-16,1922-06-19,,universidad tecnológica nacional,licenciatura en ciencias biológicas,james schmidt,smithjoshua@yahoo.com,m,arroyo guilaia,
5575,2020-06-29,1975-07-07,,universidad tecnológica nacional,ingeniería mecánica,kimberly powers,zshields@hotmail.com,f,bella vista,
5576,2020-05-10,1973-08-21,,universidad tecnológica nacional,licenciatura en musicoterapia,lisa douglas,cgutierrez@hotmail.com,f,catua,
5577,2020-02-28,1941-05-26,,universidad nacional de jujuy,arquitectura,kendra thompson,jacksonchad@gmail.com,f,anecon grande,
5578,2019-12-30,1981-09-02,,universidad tecnológica nacional,licenciatura en administración ,michael adams,wigginswendy@yahoo.com,m,agua verde,
5579,2020-05-09,1945-07-25,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,tracy lozano,samanthajenkins@yahoo.com,f,bonpland norte,
5580,2019-11-18,1938-07-13,,universidad nacional de jujuy,licenciatura en ciencias ambientales,tina woodward,frytheresa@hotmail.com,f,antiguyos,
5581,2020-04-01,2007-09-14,,universidad nacional de jujuy,licenciatura en producción de bioimagenes,michael berry,ffarrell@gmail.com,m,caraguata,
